"","Postal_Code","County","Row_ID","Order_Date","Ship_Date","Ship_Mode","Customer_ID","Customer_Name","Segment","City","State","Region","Product_ID","Category","Sub_Category","Product_Name","Sales","Quantity","Discount","Profit","Month","Year","Fulfillment","STATEFIPS"
"101","60653","Cook County",8457,2017-05-28,2017-06-02,"Second Class","TH-21235","Tiffany House","Corporate","Chicago","IL","Central","FUR-CH-10001146","Furniture","Chairs","Global Task Chair, Black",106.869,3,30,-29.0073,"May",2017,5,"17"
"102","60653","Cook County",8867,2014-09-20,2014-09-23,"First Class","SB-20185","Sarah Brown","Consumer","Chicago","IL","Central","FUR-BO-10004218","Furniture","Bookcases","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",493.43,5,30,-70.49,"Sep",2014,3,"17"
"103","60653","Cook County",9477,2015-05-31,2015-06-05,"Second Class","JM-15265","Janet Molinari","Corporate","Chicago","IL","Central","FUR-FU-10002703","Furniture","Furnishings","Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",51.56,2,60,-61.872,"May",2015,5,"17"
"104","60653","Cook County",9748,2014-11-11,2014-11-15,"Standard Class","BH-11710","Brosina Hoffman","Consumer","Chicago","IL","Central","FUR-FU-10000175","Furniture","Furnishings","DAX Wood Document Frame.",10.984,2,60,-7.9634,"Nov",2014,4,"17"
"105","60653","Cook County",9749,2014-11-11,2014-11-15,"Standard Class","BH-11710","Brosina Hoffman","Consumer","Chicago","IL","Central","FUR-CH-10003379","Furniture","Chairs","Global Commerce Series High-Back Swivel/Tilt Chairs",797.944,4,30,-56.996,"Nov",2014,4,"17"
"106","61032","Stephenson County",4257,2017-10-13,2017-10-16,"First Class","TS-21610","Troy Staebel","Consumer","Freeport","IL","Central","FUR-FU-10001424","Furniture","Furnishings","Dax Clear Box Frame",10.476,3,60,-6.8094,"Oct",2017,3,"17"
"107","61107","Winnebago County",1046,2017-10-12,2017-10-16,"Standard Class","SN-20710","Steve Nguyen","Home Office","Rockford","IL","Central","FUR-CH-10002304","Furniture","Chairs","Global Stack Chair without Arms, Black",254.604,14,30,-18.186,"Oct",2017,4,"17"
"108","61107","Winnebago County",8927,2016-01-30,2016-02-03,"Standard Class","DF-13135","David Flashing","Consumer","Rockford","IL","Central","FUR-TA-10004256","Furniture","Tables","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",626.1,3,50,-538.446,"Jan",2016,4,"17"
"109","61604","Peoria County",1595,2015-03-24,2015-03-27,"First Class","DP-13390","Dennis Pardue","Home Office","Peoria","IL","Central","FUR-BO-10000362","Furniture","Bookcases","Sauder Inglewood Library Bookcases",359.058,3,30,-35.9058,"Mar",2015,3,"17"
"110","61604","Peoria County",6820,2017-12-28,2018-01-01,"Standard Class","LO-17170","Lori Olson","Corporate","Peoria","IL","Central","FUR-FU-10004586","Furniture","Furnishings","G.E. Longer-Life Indoor Recessed Floodlight Bulbs",7.968,3,60,-2.3904,"Dec",2017,4,"17"
"111","61604","Peoria County",6821,2017-12-28,2018-01-01,"Standard Class","LO-17170","Lori Olson","Corporate","Peoria","IL","Central","FUR-CH-10004698","Furniture","Chairs","Padded Folding Chairs, Black, 4/Carton",113.372,2,30,-3.23919999999999,"Dec",2017,4,"17"
"112","61604","Peoria County",6822,2017-12-28,2018-01-01,"Standard Class","LO-17170","Lori Olson","Corporate","Peoria","IL","Central","FUR-FU-10001935","Furniture","Furnishings","3M Hangers With Command Adhesive",2.96,2,60,-1.406,"Dec",2017,4,"17"
"113","61701","McLean County",126,2014-09-20,2014-09-25,"Standard Class","PF-19165","Philip Fox","Consumer","Bloomington","IL","Central","FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables",617.7,6,50,-407.682,"Sep",2014,5,"17"
"114","61701","McLean County",6686,2015-12-17,2015-12-22,"Standard Class","MC-18100","Mick Crebagga","Consumer","Bloomington","IL","Central","FUR-FU-10000965","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",41.552,2,60,-19.7372,"Dec",2015,5,"17"
"115","61761","McLean County",7002,2015-03-30,2015-04-03,"Standard Class","DR-12940","Daniel Raglin","Home Office","Normal","IL","Central","FUR-CH-10003298","Furniture","Chairs","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,30,-110.0232,"Mar",2015,4,"17"
"116","61821","Champaign County",3865,2015-11-28,2015-12-03,"Standard Class","LC-16885","Lena Creighton","Consumer","Champaign","IL","Central","FUR-FU-10004904","Furniture","Furnishings","Eldon ""L"" Workstation Diamond Chairmat",151.96,5,60,-182.352,"Nov",2015,5,"17"
"117","62521","Macon County",458,2016-09-26,2016-10-01,"Standard Class","NF-18385","Natalie Fritzler","Consumer","Decatur","IL","Central","FUR-CH-10002331","Furniture","Chairs","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",747.558,3,30,-96.1146000000001,"Sep",2016,5,"17"
"118","62521","Macon County",5304,2014-11-16,2014-11-20,"Standard Class","AB-10165","Alan Barnes","Consumer","Decatur","IL","Central","FUR-CH-10002017","Furniture","Chairs","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair",37.296,2,30,-1.0656,"Nov",2014,4,"17"
"119","62521","Macon County",8674,2017-02-16,2017-02-21,"Standard Class","JS-16030","Joy Smith","Consumer","Decatur","IL","Central","FUR-CH-10004063","Furniture","Chairs","Global Deluxe High-Back Manager's Chair",600.558,3,30,-8.57940000000008,"Feb",2017,5,"17"
"120","62521","Macon County",8677,2017-02-16,2017-02-21,"Standard Class","JS-16030","Joy Smith","Consumer","Decatur","IL","Central","FUR-FU-10004270","Furniture","Furnishings","Executive Impressions 13"" Clairmont Wall Clock",7.692,1,60,-3.6537,"Feb",2017,5,"17"
"121","62521","Macon County",8901,2016-05-31,2016-06-04,"Standard Class","BP-11290","Beth Paige","Consumer","Decatur","IL","Central","FUR-FU-10001379","Furniture","Furnishings","Executive Impressions 16-1/2"" Circular Wall Clock",32.064,3,60,-12.8256,"May",2016,4,"17"
"122","62521","Macon County",8903,2016-05-31,2016-06-04,"Standard Class","BP-11290","Beth Paige","Consumer","Decatur","IL","Central","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy",191.079,3,30,-38.2158,"May",2016,4,"17"
"123","62521","Macon County",9845,2014-06-03,2014-06-06,"First Class","RE-19450","Richard Eichhorn","Consumer","Decatur","IL","Central","FUR-FU-10001475","Furniture","Furnishings","Contract Clock, 14"", Brown",61.544,7,60,-40.0036,"Jun",2014,3,"17"
"124","46060","Hamilton County",8469,2016-11-11,2016-11-17,"Standard Class","AS-10285","Alejandro Savely","Corporate","Noblesville","IN","Central","FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables",2678.94,6,0,241.1046,"Nov",2016,6,"18"
"125","46142","Johnson County",3940,2016-12-10,2016-12-10,"Same Day","MH-17455","Mark Hamilton","Consumer","Greenwood","IN","Central","FUR-CH-10003379","Furniture","Chairs","Global Commerce Series High-Back Swivel/Tilt Chairs",1424.9,5,0,356.225,"Dec",2016,0,"18"
"126","46203","Marion County",9948,2017-06-01,2017-06-03,"Second Class","HW-14935","Helen Wasserman","Corporate","Indianapolis","IN","Central","FUR-CH-10003746","Furniture","Chairs","Hon 4070 Series Pagoda Round Back Stacking Chairs",1925.88,6,0,539.2464,"Jun",2017,2,"18"
"127","46350","LaPorte County",1265,2016-10-01,2016-10-02,"First Class","CC-12220","Chris Cortes","Consumer","La Porte","IN","Central","FUR-FU-10003724","Furniture","Furnishings","Westinghouse Clip-On Gooseneck Lamps",41.85,5,0,10.881,"Oct",2016,1,"18"
"128","46350","LaPorte County",2232,2017-06-26,2017-07-01,"Standard Class","DB-13405","Denny Blanton","Consumer","La Porte","IN","Central","FUR-FU-10000293","Furniture","Furnishings","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",526.45,5,0,31.587,"Jun",2017,5,"18"
"129","46544","St. Joseph County",2496,2014-06-16,2014-06-22,"Standard Class","SC-20575","Sonia Cooley","Consumer","Mishawaka","IN","Central","FUR-CH-10000225","Furniture","Chairs","Global Geo Office Task Chair, Gray",647.84,8,0,32.3919999999999,"Jun",2014,6,"18"
"130","47150","Floyd County",52,2015-04-18,2015-04-22,"Standard Class","DP-13000","Darren Powers","Consumer","New Albany","IN","Central","FUR-FU-10001706","Furniture","Furnishings","Longer-Life Soft White Bulbs",6.16,2,0,2.9568,"Apr",2015,4,"18"
"131","47150","Floyd County",53,2015-04-18,2015-04-22,"Standard Class","DP-13000","Darren Powers","Consumer","New Albany","IN","Central","FUR-CH-10003061","Furniture","Chairs","Global Leather Task Chair, Black",89.99,1,0,17.0981,"Apr",2015,4,"18"
"132","47201","Bartholomew County",447,2017-03-20,2017-03-25,"Second Class","TB-21595","Troy Blackwell","Consumer","Columbus","IN","Central","FUR-FU-10000206","Furniture","Furnishings","GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677,"Mar",2017,5,"18"
"133","47201","Bartholomew County",2189,2017-08-10,2017-08-15,"Standard Class","IL-15100","Ivan Liston","Consumer","Columbus","IN","Central","FUR-FU-10003708","Furniture","Furnishings","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,0,25.473,"Aug",2017,5,"18"
"134","47201","Bartholomew County",5189,2015-09-13,2015-09-18,"Standard Class","ZC-21910","Zuschuss Carroll","Consumer","Columbus","IN","Central","FUR-CH-10000015","Furniture","Chairs","Hon Multipurpose Stacking Arm Chairs",1516.2,7,0,394.212,"Sep",2015,5,"18"
"135","47201","Bartholomew County",6249,2017-05-29,2017-06-04,"Standard Class","ML-17410","Maris LaWare","Consumer","Columbus","IN","Central","FUR-FU-10003981","Furniture","Furnishings","Eldon Wave Desk Accessories",6.24,3,0,2.6208,"May",2017,6,"18"
"136","47374","Wayne County",2055,2016-12-01,2016-12-07,"Standard Class","RD-19480","Rick Duston","Consumer","Richmond","IN","Central","FUR-FU-10001196","Furniture","Furnishings","DAX Cubicle Frames - 8x10",17.31,3,0,5.193,"Dec",2016,6,"18"
"137","47374","Wayne County",4522,2014-02-20,2014-02-26,"Standard Class","LC-16930","Linda Cazamias","Corporate","Richmond","IN","Central","FUR-FU-10000221","Furniture","Furnishings","Master Caster Door Stop, Brown",20.32,4,0,6.9088,"Feb",2014,6,"18"
"138","47374","Wayne County",5830,2016-12-03,2016-12-07,"Standard Class","MM-17920","Michael Moore","Consumer","Richmond","IN","Central","FUR-TA-10004575","Furniture","Tables","Hon 5100 Series Wood Tables",581.96,2,0,104.7528,"Dec",2016,4,"18"
"139","47374","Wayne County",5831,2016-12-03,2016-12-07,"Standard Class","MM-17920","Michael Moore","Consumer","Richmond","IN","Central","FUR-CH-10004754","Furniture","Chairs","Global Stack Chair with Arms, Black",29.98,1,0,8.0946,"Dec",2016,4,"18"
"140","47374","Wayne County",5898,2016-04-03,2016-04-09,"Standard Class","ZD-21925","Zuschuss Donatelli","Consumer","Richmond","IN","Central","FUR-FU-10003799","Furniture","Furnishings","Seth Thomas 13 1/2"" Wall Clock",71.12,4,0,22.0472,"Apr",2016,6,"18"
"141","47374","Wayne County",7132,2017-11-26,2017-12-01,"Standard Class","TT-21460","Tonja Turnell","Home Office","Richmond","IN","Central","FUR-TA-10001039","Furniture","Tables","KI Adjustable-Height Table",257.94,3,0,67.0644,"Nov",2017,5,"18"
"142","47374","Wayne County",7134,2017-11-26,2017-12-01,"Standard Class","TT-21460","Tonja Turnell","Home Office","Richmond","IN","Central","FUR-FU-10001473","Furniture","Furnishings","DAX Wood Document Frame",27.46,2,0,9.8856,"Nov",2017,5,"18"
"143","47374","Wayne County",7136,2017-11-26,2017-12-01,"Standard Class","TT-21460","Tonja Turnell","Home Office","Richmond","IN","Central","FUR-CH-10004287","Furniture","Chairs","SAFCO Arco Folding Chair",828.6,3,0,240.294,"Nov",2017,5,"18"
"144","47374","Wayne County",9866,2017-01-14,2017-01-20,"Standard Class","HR-14770","Hallie Redmond","Home Office","Richmond","IN","Central","FUR-FU-10001037","Furniture","Furnishings","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0,8.532,"Jan",2017,6,"18"
"145","47401","Monroe County",5872,2016-09-24,2016-09-28,"Standard Class","RD-19900","Ruben Dartt","Consumer","Bloomington","IN","Central","FUR-FU-10004006","Furniture","Furnishings","Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0,21.7515,"Sep",2016,4,"18"
"146","47905","Tippecanoe County",2574,2017-07-09,2017-07-14,"Standard Class","SM-20320","Sean Miller","Home Office","Lafayette","IN","Central","FUR-FU-10000293","Furniture","Furnishings","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets",526.45,5,0,31.587,"Jul",2017,5,"18"
"147","50315","Polk County",776,2017-01-30,2017-02-05,"Standard Class","BV-11245","Benjamin Venier","Corporate","Des Moines","IA","Central","FUR-FU-10002597","Furniture","Furnishings","C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58,7,0,14.5236,"Jan",2017,6,"19"
"148","50315","Polk County",7841,2014-03-28,2014-04-02,"Standard Class","CV-12295","Christina VanderZanden","Consumer","Des Moines","IA","Central","FUR-TA-10003954","Furniture","Tables","Hon 94000 Series Round Tables",1184.72,4,0,106.6248,"Mar",2014,5,"19"
"149","52001","Dubuque County",3427,2015-09-24,2015-09-28,"Standard Class","DE-13255","Deanra Eno","Home Office","Dubuque","IA","Central","FUR-CH-10000988","Furniture","Chairs","Hon Olson Stacker Stools",1408.1,10,0,394.268,"Sep",2015,4,"19"
"150","52302","Linn County",9918,2017-01-29,2017-01-31,"Second Class","TM-21010","Tamara Manning","Consumer","Marion","IA","Central","FUR-FU-10000010","Furniture","Furnishings","DAX Value U-Channel Document Frames, Easel Back",14.91,3,0,4.6221,"Jan",2017,2,"19"
"151","66062","Johnson County",5452,2014-09-12,2014-09-19,"Standard Class","TA-21385","Tom Ashbrook","Home Office","Olathe","KS","Central","FUR-FU-10003464","Furniture","Furnishings","Seth Thomas 8 1/2"" Cubicle Clock",40.56,2,0,12.9792,"Sep",2014,7,"20"
"152","67212","Sedgwick County",5363,2016-12-29,2017-01-02,"Standard Class","CD-11920","Carlos Daly","Consumer","Wichita","KS","Central","FUR-FU-10000672","Furniture","Furnishings","Executive Impressions 10"" Spectator Wall Clock",70.56,6,0,23.9904,"Dec",2016,4,"20"
"153","48126","Wayne County",623,2015-11-29,2015-12-03,"Standard Class","SF-20965","Sylvia Foulston","Corporate","Dearborn","MI","Central","FUR-CH-10004853","Furniture","Chairs","Global Manager's Adjustable Task Chair, Storm",301.96,2,0,87.5684,"Nov",2015,4,"26"
"154","48126","Wayne County",5638,2017-03-26,2017-04-02,"Standard Class","ML-18040","Michelle Lonsdale","Corporate","Dearborn","MI","Central","FUR-FU-10004245","Furniture","Furnishings","Career Cubicle Clock, 8 1/4"", Black",60.84,3,0,23.1192,"Mar",2017,7,"26"
"155","48127","Wayne County",3474,2017-03-03,2017-03-10,"Standard Class","EP-13915","Emily Phan","Consumer","Dearborn Heights","MI","Central","FUR-CH-10000785","Furniture","Chairs","Global Ergonomic Managers Chair",180.98,1,0,47.0548,"Mar",2017,7,"26"
"156","48146","Wayne County",3031,2015-09-21,2015-09-27,"Standard Class","DM-12955","Dario Medina","Corporate","Lincoln Park","MI","Central","FUR-BO-10000468","Furniture","Bookcases","O'Sullivan 2-Shelf Heavy-Duty Bookcases",194.32,4,0,31.0912,"Sep",2015,6,"26"
"157","48180","Wayne County",5163,2016-11-18,2016-11-23,"Second Class","AJ-10945","Ashley Jarboe","Consumer","Taylor","MI","Central","FUR-CH-10000863","Furniture","Chairs","Novimex Swivel Fabric Task Chair",301.96,2,0,33.2156,"Nov",2016,5,"26"
"158","48183","Wayne County",751,2017-10-02,2017-10-06,"Standard Class","RF-19735","Roland Fjeld","Consumer","Trenton","MI","Central","FUR-FU-10003577","Furniture","Furnishings","Nu-Dell Leatherette Frames",157.74,11,0,56.7864,"Oct",2017,4,"26"
"159","48183","Wayne County",5072,2014-08-08,2014-08-12,"Standard Class","MA-17560","Matt Abelman","Home Office","Trenton","MI","Central","FUR-FU-10002088","Furniture","Furnishings","Nu-Dell Float Frame 11 x 14 1/2",53.88,6,0,22.6296,"Aug",2014,4,"26"
"160","48185","Wayne County",6328,2014-01-20,2014-01-26,"Standard Class","XP-21865","Xylona Preis","Consumer","Westland","MI","Central","FUR-FU-10002918","Furniture","Furnishings","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",272.94,3,0,30.0234,"Jan",2014,6,"26"
"161","48185","Wayne County",6333,2014-01-20,2014-01-26,"Standard Class","XP-21865","Xylona Preis","Consumer","Westland","MI","Central","FUR-FU-10002268","Furniture","Furnishings","Ultra Door Push Plate",14.73,3,0,4.8609,"Jan",2014,6,"26"
"162","48187","Wayne County",426,2017-11-23,2017-11-26,"Second Class","JM-15265","Janet Molinari","Corporate","Canton","MI","Central","FUR-FU-10003347","Furniture","Furnishings","Coloredge Poster Frame",28.4,2,0,11.076,"Nov",2017,3,"26"
"163","48205","Wayne County",722,2016-12-15,2016-12-19,"Standard Class","MP-17965","Michael Paige","Corporate","Detroit","MI","Central","FUR-TA-10000198","Furniture","Tables","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",1652.94,3,0,231.4116,"Dec",2016,4,"26"
"164","48205","Wayne County",3955,2014-04-04,2014-04-09,"Standard Class","MS-17710","Maurice Satty","Consumer","Detroit","MI","Central","FUR-FU-10004020","Furniture","Furnishings","Advantus Panel Wall Acrylic Frame",5.47,1,0,2.3521,"Apr",2014,5,"26"
"165","48205","Wayne County",4675,2016-07-31,2016-08-06,"Standard Class","KL-16645","Ken Lonsdale","Consumer","Detroit","MI","Central","FUR-FU-10002918","Furniture","Furnishings","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",272.94,3,0,30.0234,"Jul",2016,6,"26"
"166","48205","Wayne County",4696,2015-12-17,2015-12-17,"Same Day","JL-15835","John Lee","Consumer","Detroit","MI","Central","FUR-CH-10003846","Furniture","Chairs","Hon Valutask Swivel Chairs",302.94,3,0,48.4704,"Dec",2015,0,"26"
"167","48205","Wayne County",4697,2015-12-17,2015-12-17,"Same Day","JL-15835","John Lee","Consumer","Detroit","MI","Central","FUR-CH-10004875","Furniture","Chairs","Harbour Creations 67200 Series Stacking Chairs",142.36,2,0,38.4372,"Dec",2015,0,"26"
"168","48205","Wayne County",4698,2015-12-17,2015-12-17,"Same Day","JL-15835","John Lee","Consumer","Detroit","MI","Central","FUR-CH-10003817","Furniture","Chairs","Global Value Steno Chair, Gray",546.66,9,0,136.665,"Dec",2015,0,"26"
"169","48205","Wayne County",4699,2015-12-17,2015-12-17,"Same Day","JL-15835","John Lee","Consumer","Detroit","MI","Central","FUR-FU-10002116","Furniture","Furnishings","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",212.13,3,0,14.8491,"Dec",2015,0,"26"
"170","48205","Wayne County",5171,2016-05-27,2016-05-29,"Second Class","LA-16780","Laura Armstrong","Corporate","Detroit","MI","Central","FUR-CH-10002024","Furniture","Chairs","HON 5400 Series Task Chairs for Big and Tall",3504.9,5,0,700.98,"May",2016,2,"26"
"171","48205","Wayne County",5220,2017-09-01,2017-09-01,"Same Day","CA-12775","Cynthia Arntzen","Consumer","Detroit","MI","Central","FUR-CH-10004875","Furniture","Chairs","Harbour Creations 67200 Series Stacking Chairs",498.26,7,0,134.5302,"Sep",2017,0,"26"
"172","48227","Wayne County",227,2015-08-09,2015-08-16,"Standard Class","DS-13180","David Smith","Corporate","Detroit","MI","Central","FUR-TA-10003748","Furniture","Tables","Bevis 36 x 72 Conference Tables",622.45,5,0,136.939,"Aug",2015,7,"26"
"173","48227","Wayne County",441,2016-09-05,2016-09-07,"Second Class","PK-19075","Pete Kriz","Consumer","Detroit","MI","Central","FUR-FU-10000246","Furniture","Furnishings","Aluminum Document Frame",12.22,1,0,3.666,"Sep",2016,2,"26"
"174","48227","Wayne County",445,2016-09-05,2016-09-07,"Second Class","PK-19075","Pete Kriz","Consumer","Detroit","MI","Central","FUR-CH-10002372","Furniture","Chairs","Office Star - Ergonomically Designed Knee Chair",242.94,3,0,29.1528,"Sep",2016,2,"26"
"175","48227","Wayne County",884,2016-10-22,2016-10-24,"First Class","PM-19135","Peter McVee","Home Office","Detroit","MI","Central","FUR-FU-10000732","Furniture","Furnishings","Eldon 200 Class Desk Accessories",31.4,5,0,10.048,"Oct",2016,2,"26"
"176","48227","Wayne County",1082,2015-11-29,2015-12-04,"Standard Class","BT-11395","Bill Tyler","Corporate","Detroit","MI","Central","FUR-CH-10002880","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",1106.91,9,0,121.7601,"Nov",2015,5,"26"
"177","48227","Wayne County",2057,2017-12-22,2017-12-25,"First Class","TP-21130","Theone Pippenger","Consumer","Detroit","MI","Central","FUR-CH-10002335","Furniture","Chairs","Hon GuestStacker Chair",1586.69,7,0,412.5394,"Dec",2017,3,"26"
"178","48227","Wayne County",2059,2017-12-22,2017-12-25,"First Class","TP-21130","Theone Pippenger","Consumer","Detroit","MI","Central","FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables",411.8,2,0,70.006,"Dec",2017,3,"26"
"179","48227","Wayne County",4111,2015-12-25,2016-01-01,"Standard Class","DL-13495","Dionis Lloyd","Corporate","Detroit","MI","Central","FUR-BO-10004360","Furniture","Bookcases","Rush Hierlooms Collection Rich Wood Bookcases",160.98,1,0,20.9274,"Dec",2015,7,"26"
"180","48227","Wayne County",8534,2016-11-30,2016-12-06,"Standard Class","BS-11755","Bruce Stewart","Consumer","Detroit","MI","Central","FUR-CH-10000513","Furniture","Chairs","High-Back Leather Manager's Chair",389.97,3,0,35.0973,"Nov",2016,6,"26"
"181","48227","Wayne County",9033,2017-06-22,2017-06-26,"Standard Class","RB-19465","Rick Bensley","Home Office","Detroit","MI","Central","FUR-CH-10000454","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,2,0,146.388,"Jun",2017,4,"26"
"182","48227","Wayne County",9263,2015-10-09,2015-10-13,"Standard Class","FM-14380","Fred McMath","Consumer","Detroit","MI","Central","FUR-CH-10000513","Furniture","Chairs","High-Back Leather Manager's Chair",389.97,3,0,35.0973,"Oct",2015,4,"26"
"183","48234","Wayne County",523,2017-01-23,2017-01-25,"First Class","MC-17605","Matt Connell","Corporate","Detroit","MI","Central","FUR-TA-10001857","Furniture","Tables","Balt Solid Wood Rectangular Table",210.98,2,0,21.098,"Jan",2017,2,"26"
"184","48234","Wayne County",1469,2017-12-09,2017-12-13,"Standard Class","DK-12835","Damala Kotsonis","Corporate","Detroit","MI","Central","FUR-CH-10000847","Furniture","Chairs","Global Executive Mid-Back Manager's Chair",872.94,3,0,226.9644,"Dec",2017,4,"26"
"185","48234","Wayne County",3828,2017-05-07,2017-05-11,"Standard Class","RW-19540","Rick Wilson","Corporate","Detroit","MI","Central","FUR-CH-10004086","Furniture","Chairs","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",1458.65,5,0,423.0085,"May",2017,4,"26"
"186","48234","Wayne County",3829,2017-05-07,2017-05-11,"Standard Class","RW-19540","Rick Wilson","Corporate","Detroit","MI","Central","FUR-CH-10002017","Furniture","Chairs","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair",26.64,1,0,7.4592,"May",2017,4,"26"
"187","48234","Wayne County",3830,2017-05-07,2017-05-11,"Standard Class","RW-19540","Rick Wilson","Corporate","Detroit","MI","Central","FUR-CH-10000595","Furniture","Chairs","Safco Contoured Stacking Chairs",476.8,2,0,119.2,"May",2017,4,"26"
"188","48234","Wayne County",5221,2014-06-14,2014-06-20,"Standard Class","SR-20425","Sharelle Roach","Home Office","Detroit","MI","Central","FUR-BO-10000711","Furniture","Bookcases","Hon Metal Bookcases, Gray",212.94,3,0,57.4938,"Jun",2014,6,"26"
"189","48234","Wayne County",7626,2015-05-23,2015-05-27,"Second Class","NM-18445","Nathan Mautz","Home Office","Detroit","MI","Central","FUR-FU-10003724","Furniture","Furnishings","Westinghouse Clip-On Gooseneck Lamps",75.33,9,0,19.5858,"May",2015,4,"26"
"190","48234","Wayne County",7705,2016-08-26,2016-09-02,"Standard Class","AA-10480","Andrew Allen","Consumer","Detroit","MI","Central","FUR-TA-10004147","Furniture","Tables","Hon 4060 Series Tables",447.84,4,0,98.5248,"Aug",2016,7,"26"
"191","48237","Oakland County",5371,2017-04-08,2017-04-12,"Standard Class","NH-18610","Nicole Hansen","Corporate","Oak Park","MI","Central","FUR-FU-10004665","Furniture","Furnishings","3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0,71.2296,"Apr",2017,4,"26"
"192","48237","Oakland County",5372,2017-04-08,2017-04-12,"Standard Class","NH-18610","Nicole Hansen","Corporate","Oak Park","MI","Central","FUR-FU-10004188","Furniture","Furnishings","Luxo Professional Combination Clamp-On Lamps",306.9,3,0,79.794,"Apr",2017,4,"26"
"193","48601","Saginaw County",2930,2017-11-18,2017-11-24,"Standard Class","ME-17320","Maria Etezadi","Home Office","Saginaw","MI","Central","FUR-FU-10002597","Furniture","Furnishings","C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0,8.2992,"Nov",2017,6,"26"
"194","48640","Midland County",5168,2014-11-10,2014-11-16,"Standard Class","SC-20020","Sam Craven","Consumer","Midland","MI","Central","FUR-CH-10004997","Furniture","Chairs","Hon Every-Day Series Multi-Task Chairs",563.94,3,0,112.788,"Nov",2014,6,"26"
"195","48858","Isabella County",4631,2015-10-15,2015-10-15,"Same Day","GA-14725","Guy Armstrong","Consumer","Mount Pleasant","MI","Central","FUR-FU-10000719","Furniture","Furnishings","DAX Cubicle Frames, 8-1/2 x 11",17.14,2,0,6.1704,"Oct",2015,0,"26"
"196","48911","Ingham County",2123,2017-09-22,2017-09-24,"Second Class","EH-14005","Erica Hernandez","Home Office","Lansing","MI","Central","FUR-BO-10001972","Furniture","Bookcases","O'Sullivan 4-Shelf Bookcase in Odessa Pine",241.96,2,0,41.1332,"Sep",2017,2,"26"
"197","48911","Ingham County",3168,2016-10-29,2016-10-31,"First Class","KW-16435","Katrina Willman","Consumer","Lansing","MI","Central","FUR-FU-10002671","Furniture","Furnishings","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",67,5,0,32.16,"Oct",2016,2,"26"
"198","49201","Jackson County",3584,2015-12-10,2015-12-16,"Standard Class","KD-16495","Keith Dawkins","Corporate","Jackson","MI","Central","FUR-TA-10003569","Furniture","Tables","Bretford CR8500 Series Meeting Room Furniture",801.96,2,0,200.49,"Dec",2015,6,"26"
"199","49201","Jackson County",3585,2015-12-10,2015-12-16,"Standard Class","KD-16495","Keith Dawkins","Corporate","Jackson","MI","Central","FUR-CH-10004289","Furniture","Chairs","Global Super Steno Chair",191.96,2,0,32.6332,"Dec",2015,6,"26"
"200","49201","Jackson County",4575,2016-12-12,2016-12-18,"Standard Class","MG-17650","Matthew Grinstein","Home Office","Jackson","MI","Central","FUR-FU-10003724","Furniture","Furnishings","Westinghouse Clip-On Gooseneck Lamps",33.48,4,0,8.7048,"Dec",2016,6,"26"
"201","49201","Jackson County",6522,2017-01-16,2017-01-18,"Second Class","AR-10540","Andy Reiter","Consumer","Jackson","MI","Central","FUR-CH-10004626","Furniture","Chairs","Office Star Flex Back Scooter Chair with Aluminum Finish Frame",302.67,3,0,72.6408,"Jan",2017,2,"26"
